Rate,Rate_Accel,Rate_CV,Entropy,Ent_Change,Ent_MA,Size_Std,SizeStd_Change,SizeStd_MA,Label
20341.0,-2666.0002,0.3864789,1.9167044,0.3313429,1.57732,17.857363,-1.209519,-56.476456,1
557.0,93.0,0.18334155,0.34423807,-0.06928067,0.41688484,145.85736,21.290482,135.52354,1
133.0,13.000001,0.45372298,3.0328963,0.5436909,2.9235,785.85736,-127.20952,903.52356,1
26146.0,-393.00003,0.09124581,0.026712218,0.003261002,0.034681726,17.857363,-1.209519,71.523544,1
21589.0,7111.0,0.19318727,1.5921276,-0.108526565,1.5157446,17.857363,-67.45952,71.523544,1
17201.0,412.0,0.20988663,1.7707312,0.062334366,1.8952245,17.857363,14.540481,71.523544,1
17666.0,1936.0001,0.26016337,2.3255455,0.16658849,2.2493873,17.857363,-0.959519,71.523544,1
11659.0,-3589.0002,0.2514851,2.5729358,0.03291148,2.506503,17.857363,-0.45951903,71.523544,1
15431.999,-3527.0,0.33041212,2.0032566,0.17142332,1.7800735,17.857363,-4.959519,71.523544,1
48.999996,-3.257133e-07,0.17787719,2.3188484,0.4238255,2.421874,465.85736,205.29048,199.52354,1
593.0,1426.0077,0.8049297,-18.34374,-4.615169,-17.552845,3708519400.0,366949150.0,3706858800.0,1
18531.0,-504.0,0.07857402,1.7828553,0.29686186,1.595642,17.857363,8.290481,71.523544,1
10450.0,-3252.0002,0.32316676,1.4666207,0.437663,1.2178925,17.857363,-0.709519,71.523544,1
93.99999,-48.000004,2.1666107,3.1957114,-0.4732203,2.7534273,81.85736,-287.95953,135.52354,1
386.0,62.999996,0.11885298,1.0985005,0.31904575,0.8800673,337.85736,142.29048,199.52354,1
21660.0,766.0,0.13584739,0.014830391,-0.016145527,0.022977281,17.857363,-1.709519,71.523544,1
21611.0,3478.0,0.1625416,1.8343327,0.13035117,1.6606315,17.857363,1.040481,71.523544,1
24241.0,4659.0,0.098711856,2.3230946,-0.2110692,2.4365125,17.857363,0.040480983,71.523544,1
497.0,144.0,0.22010383,3.746958,-1.2583696,4.2854023,785.85736,230.04048,903.52356,1
20931.0,-850.0,0.11487624,2.7278943,0.0006716609,2.6123056,17.857363,0.790481,71.523544,1
18433.0,786.0,0.1882585,1.4626572,-0.13456596,1.9615878,17.857363,-2.959519,71.523544,1
21342.0,2300.0,0.051898446,0.007414142,-0.016085729,0.013932634,17.857363,-1.459519,71.523544,1
13336.0,-7191.0,0.20922995,2.23966,-0.059303194,2.2837934,17.857363,9.790481,71.523544,1
10.999994,-14.000002,0.32755318,2.5949066,-0.28339094,2.845774,81.85736,-2.709519,71.523544,1
16106.0,2874.0,0.122883506,2.254832,0.14280026,2.3784046,17.857363,7.790481,71.523544,1
14328.0,-2673.0,0.09015697,1.5573399,-0.051073268,1.5438002,17.857363,2.540481,71.523544,1
72.99999,12.0,0.0678547,2.4087517,0.22937673,2.313407,81.85736,5.040481,71.523544,1
23459.0,200.00002,0.066460624,2.394108,-0.09496403,2.4703312,17.857363,0.540481,71.523544,1
16816.0,-1027.0,0.34398037,1.6268966,0.0030422232,1.6190494,81.85736,39.79048,71.523544,1
19929.0,403.0,0.05217091,2.786754,0.10768618,2.7285764,17.857363,5.540481,71.523544,1
11228.0,1033.0,0.080805644,2.6086,-0.15542749,2.4644246,17.857363,3.040481,71.523544,1
24735.0,3151.0,0.049226023,0.017730037,0.0042346907,0.016106535,17.857363,2.290481,71.523544,1
17419.0,1736.0,0.11171047,1.6087983,0.005753784,1.5146159,17.857363,0.790481,71.523544,1
22322.0,-473.0,0.053202704,2.324857,0.19399375,2.0271654,17.857363,-0.45951903,71.523544,1
21198.0,1042.0,0.035774015,2.5504048,0.011191228,2.4748406,17.857363,-0.45951903,71.523544,1
22.999994,-14.000002,0.32605216,3.1092434,0.41321293,3.1024592,81.85736,-10.459519,135.52354,1
21571.0,-447.0,0.13473722,2.0768468,-0.36740062,2.4283218,17.857363,0.040480983,71.523544,1
23023.0,3148.0,0.13288571,2.2354581,0.3082238,1.7189234,17.857363,2.540481,71.523544,1
150.0,98.0,0.46890888,3.712422,0.37290823,3.611878,785.85736,687.54047,519.52356,1
98.99999,14.000001,0.100795954,3.1850016,0.25133383,3.2504625,81.85736,-129.20952,135.52354,1
75.99999,-3.0000002,0.13953353,3.4477863,-0.34385833,3.7377553,529.85736,252.29048,327.52356,1
20351.0,4417.0,0.12723945,2.3539917,0.1462869,2.285719,17.857363,-4.959519,71.523544,1
23.999994,0.9999997,0.3672392,2.2126415,-1.3695513,3.0328138,337.85736,294.29047,327.52356,1
23021.0,2936.9998,0.089704946,2.5292027,-0.09543915,2.6320128,17.857363,-0.709519,71.523544,1
3569.0,-2758.0,0.23956646,2.388838,0.05002785,2.38792,17.857363,-24.959518,71.523544,1
13832.0,1597.0,0.15516602,0.95527726,0.8817089,0.28315777,17.857363,-8.209519,71.523544,1
17542.0,2208.0,0.10717702,1.8619878,-0.10073415,1.985248,17.857363,-0.959519,71.523544,1
13601.0,-489.0,0.04900244,2.5948608,0.054600295,2.572781,17.857363,7.540481,71.523544,1
1.9999943,-13062.0,0.5940877,-1.9875229e-07,-2.0228798,1.7877649,17.857363,-20.209518,71.523544,1
20408.0,-3758.0002,0.074505866,0.013613026,-0.0038377454,0.012375761,17.857363,-4.709519,71.523544,1
14131.0,-5601.0,0.18146494,1.9573796,-0.015208382,1.8994068,17.857363,-1.209519,71.523544,1
21768.0,6409.0,0.53324527,0.02149419,-0.014321331,0.0449075,17.857363,-8.209519,71.523544,1
17144.0,-1926.9999,0.13960959,0.029542247,0.012097362,0.02606671,17.857363,7.790481,71.523544,1
18313.0,2107.0,0.16615409,1.2439106,-0.23553422,1.436283,17.857363,3.790481,71.523544,1
14067.0,-5180.0,0.13628109,1.2072814,-0.4045247,1.5106033,17.857363,8.790481,71.523544,1
17051.0,-2640.0,0.09045155,2.2800853,-0.05668714,2.2634292,17.857363,-0.959519,71.523544,1
18026.0,-6572.0,0.12456967,2.5248373,-0.072517335,2.6228905,17.857363,3.790481,71.523544,1
15551.999,-6354.0,0.21224974,0.005623142,0.002093902,0.0066341646,17.857363,-0.959519,-56.476456,1
23578.0,3291.0,0.0765463,2.646135,0.09409522,2.5632267,17.857363,9.540481,71.523544,1
15521.999,-3065.0,0.16494718,2.5544055,0.19466811,2.3599539,17.857363,14.290481,71.523544,1
9594.0,-6811.0,0.25925317,1.7690217,-0.78887147,2.4992785,17.857363,-1.459519,71.523544,1
23198.0,1609.0001,0.05336641,2.2554963,-0.18281241,2.4712524,17.857363,2.540481,71.523544,1
70.99999,-31.999998,0.3045876,3.8890932,0.38332984,3.8193552,785.85736,587.29047,327.52356,1
16889.0,1440.0001,0.061927598,0.5245388,-0.11437423,0.69103473,81.85736,11.540481,71.523544,1
19969.0,67.0,0.05431441,2.479067,0.06484631,2.4145994,17.857363,-1.209519,71.523544,1
175.0,58.0,0.36875293,3.6629734,-0.36066574,3.635927,529.85736,74.54048,327.52356,1
7120.0,-2536.0002,0.1794257,0.052840512,0.022653202,0.04674046,17.857363,1.540481,71.523544,1
12026.0,-2833.0002,0.16694355,0.34028032,-0.6767161,0.8683409,17.857363,20.040482,71.523544,1
23655.0,5530.0,0.14534324,2.3381407,0.006153207,2.3909125,17.857363,4.540481,71.523544,1
14735.0,-4589.0,0.16545877,0.04652671,-0.96284425,0.83889335,17.857363,5.040481,71.523544,1
17236.0,-3264.0,0.141275,2.3726351,0.076646596,2.2707958,17.857363,0.040480983,71.523544,1
18553.0,-4658.0,0.777265,2.590316,-0.035949897,2.5948653,17.857363,3.790481,71.523544,1
23405.0,2281.9998,0.118526906,2.4859416,0.04076407,2.494227,17.857363,-16.459518,71.523544,1
18222.0,-2601.0,0.065870084,2.5825927,-0.17780906,2.5512786,17.857363,-15.959519,71.523544,1
27.999994,-177.0,0.9495603,2.0131109,1.4013063,1.3571142,81.85736,80.79048,71.523544,1
421.0,28.0,0.2590982,0.51802284,-0.19095124,0.5353822,145.85736,-10.209519,199.52354,1
16114.999,-3265.0,0.15345846,2.0959737,0.091964975,2.0152202,81.85736,41.04048,71.523544,1
12542.0,443.0,0.06616593,2.4100044,0.03906743,2.3042345,17.857363,-12.959519,71.523544,1
12594.0,6643.0,0.2932878,2.1539223,-0.05942507,2.15697,17.857363,-16.209518,71.523544,1
-2949.5532,951.0076,-1.0964237,-18.015255,2.3000088,-18.454163,3708519400.0,366949000.0,3706858500.0,1
176.0,-258.00003,0.43666306,3.8433266,1.1555479,3.5879564,1041.8574,32.29048,647.52356,1
277.0,-38.000004,0.069112964,0.46415737,-0.07399736,0.6028041,273.85736,-4.459519,199.52354,1
22581.0,3659.9998,0.17608275,2.7237113,-0.051177494,2.3180451,17.857363,-0.45951903,71.523544,1
19582.0,-2365.0,0.15375309,2.0196507,-0.2851319,2.0648909,17.857363,-0.20951901,71.523544,1
46.999996,-6425.0,0.75135875,3.7263324,1.326576,2.7923222,81.85736,100.54048,71.523544,1
19774.0,553.0,0.04873777,2.212498,-0.0025073492,2.2076097,17.857363,-0.20951901,-56.476456,1
10713.0,611.0,0.16789873,2.033322,0.29645044,1.7858547,17.857363,-6.459519,71.523544,1
16107.0,1324.0,0.14262559,1.0012629,-0.020103578,1.0206317,17.857363,16.290482,71.523544,1
9656.0,1876.0001,0.13507624,1.755379,-0.6371962,2.0306144,145.85736,121.29048,135.52354,1
20894.0,970.99994,0.15898748,2.3433821,0.07120582,2.299522,17.857363,1.040481,71.523544,1
19245.0,363.99997,0.08979542,1.975353,-0.048778035,2.1952538,17.857363,1.040481,71.523544,1
14021.0,5654.0,0.20090121,2.5008976,0.23827001,2.4995508,81.85736,-25.209518,71.523544,1
17837.0,-2533.0,0.08437618,1.8045528,-0.16442606,1.9279875,17.857363,-10.209519,71.523544,1
22340.0,-2538.0002,0.057797905,2.268181,0.1385991,2.0591512,17.857363,2.540481,71.523544,1
7703.0,-3507.0,0.20492835,1.1387823,0.032500777,1.1165985,17.857363,8.790481,71.523544,1
25070.998,985.0,0.07863481,2.4119866,0.123615615,2.3527184,17.857363,2.290481,71.523544,1
24408.0,702.0,0.04353082,2.528311,-0.013780393,2.5925794,17.857363,5.790481,71.523544,1
13926.0,-9041.0,0.21662524,2.3867662,-0.06386566,2.4935627,17.857363,9.290481,71.523544,1
5.9999943,-12.999998,0.66968906,0.9182957,-0.6596814,1.4764193,17.857363,-128.70952,71.523544,1
21401.0,-2969.0,0.1658759,0.023757258,-0.0009542123,0.0233845,17.857363,7.290481,71.523544,1
19352.0,-116.0,0.06102361,2.2888033,0.04180914,2.3501391,17.857363,-4.209519,71.523544,1
19134.0,-2880.0,0.09100739,2.3772304,-0.103849806,2.3375292,17.857363,-44.70952,71.523544,1
8917.0,-244.00002,0.095784,2.3398697,0.19592687,2.2754092,17.857363,20.290482,71.523544,1
12550.0,-11738.0,0.23522416,1.0689881,-0.5427577,1.496899,17.857363,-13.459519,71.523544,1
21408.0,4150.0,0.14204334,1.9879992,0.033319965,2.1328688,17.857363,18.540482,71.523544,1
22048.0,4451.0,0.11266422,2.34103,0.026211241,2.3505821,17.857363,-1.209519,71.523544,1
14876.0,-2897.0,0.22077183,2.363559,-0.14946383,2.41192,17.857363,-1.459519,71.523544,1
18074.0,-1518.0,0.09430988,0.98716336,-1.4673544,2.132493,17.857363,-3.459519,71.523544,1
84.00048,-212.0,0.7940118,1.8039262,0.38917553,1.229957,145.85736,-334.95953,199.52354,1
4167.0,-8591.0,0.52631474,0.06317023,0.03045955,0.041785646,17.857363,-9.209519,71.523544,1
15790.0,-833.0,0.19183826,0.628928,-0.04176316,0.82168335,17.857363,7.540481,71.523544,1
22460.0,287.0,0.10203692,2.3627355,0.052416254,2.2755089,17.857363,5.540481,71.523544,1
19471.0,4519.0,0.11000574,2.6585,0.1790387,2.6511436,17.857363,-7.959519,71.523544,1
23237.0,-662.0,0.045744926,0.02291564,0.010102359,0.025197435,17.857363,1.290481,71.523544,1
20339.0,2804.0,0.16727109,2.1556232,-0.17752856,2.3660765,17.857363,-22.209518,71.523544,1
23854.0,8678.0,0.16356964,1.7269313,-0.26726875,1.9484419,17.857363,-0.20951901,71.523544,1
18732.0,-995.00006,0.057057217,2.295756,-0.08052412,2.4125223,17.857363,-0.709519,71.523544,1
20160.0,-4407.0,0.0962673,1.8300221,-0.39554244,2.1497722,17.857363,1.790481,71.523544,1
23690.0,-1877.9999,0.18710458,2.2606633,0.00042409482,2.4049916,17.857363,7.040481,71.523544,1
15074.0,-772.00006,0.124908715,1.8561871,0.19057143,1.6352752,17.857363,1.540481,71.523544,1
24983.0,902.0,0.038354844,1.9759204,-0.0020378025,2.110754,17.857363,1.290481,71.523544,1
1094.0,-15154.0,0.55607986,1.7257636,-1.0670196,2.417142,17.857363,6.540481,71.523544,1
19294.0,736.0,0.043571748,2.4856603,0.15687558,2.4405723,17.857363,1.540481,-56.476456,1
10049.0,-2316.0,0.2863242,0.115182675,-0.6306639,1.1351708,17.857363,4.790481,71.523544,1
16744.0,-156.0,0.058927666,2.3749917,-0.117261596,2.6171227,17.857363,0.540481,71.523544,1
21675.0,465.0,0.0934752,2.0733888,0.10171529,1.907009,17.857363,-20.209518,71.523544,1
472.0,255.0,1.0501995,4.8132668,-0.23488691,4.5033154,849.85736,267.04047,327.52356,1
19368.0,-2256.0,0.10506138,2.7064493,-0.027257934,2.7163148,17.857363,-20.209518,71.523544,1
16432.0,272.0,0.071012266,0.9215668,-0.10013654,1.2395347,17.857363,1.040481,71.523544,1
2958.0,-15890.0,0.62601036,2.1648104,0.12969527,2.137486,17.857363,5.040481,71.523544,1
23347.0,1081.0001,0.025362054,0.010505001,-0.0025111416,0.010917593,17.857363,-0.709519,71.523544,1
2147.0,-2415.0,0.6432029,0.090399064,0.0048461524,0.051778246,17.857363,20.540482,71.523544,1
22991.0,2465.0,0.09209822,2.3827436,-0.18762375,2.2362227,17.857363,-7.459519,71.523544,1
13888.0,-579.0,0.14636305,1.35304,0.23714933,1.3167466,17.857363,11.290481,71.523544,1
11769.0,1940.0001,0.15559085,2.039883,-0.1527789,2.0443978,17.857363,-21.959518,71.523544,1
538.0,-73.0,0.09093527,1.6665351,0.15005283,1.6027559,721.85736,-93.70952,1031.5236,1
22494.0,1225.0,0.11842667,2.2855484,0.09135868,2.2203703,17.857363,-3.459519,71.523544,1
12454.0,-7477.0,0.19258542,2.5841649,0.02784767,2.658506,17.857363,-0.45951903,71.523544,1
6081.0,-402.00003,0.2755929,1.9608214,-0.1925425,2.02978,17.857363,-18.959518,71.523544,1
26805.0,35.0,0.1272471,1.0080526,0.0031244515,0.99549764,17.857363,5.290481,71.523544,1
15330.999,79.0,0.09598268,2.4034202,-0.18488212,2.524756,17.857363,5.290481,71.523544,1
23421.998,2677.0,0.17649348,0.02030448,-0.018918417,0.026368547,17.857363,-7.959519,71.523544,1
22285.0,2358.0,0.23678899,1.9194138,-0.018561795,2.2137356,17.857363,-0.45951903,-56.476456,1
25561.0,-2156.0,0.04674332,2.4642866,0.10136595,2.3935719,17.857363,-21.959518,71.523544,1
99.99999,-47.000004,0.18072428,3.4581256,-0.5616754,3.6970844,81.85736,-6.709519,135.52354,1
521.0,325.99997,0.8254863,0.29949883,-0.5432573,1.1919974,81.85736,-61.20952,135.52354,1
401.0,-172.0,0.3086282,1.8343947,0.54077,1.6166476,1681.8574,78.79048,1735.5236,1
207.0,58.999996,0.34954065,3.219555,0.33934772,3.3489218,721.85736,-50.20952,647.52356,1
17211.0,-991.0,0.56253713,2.128629,0.08656554,2.6422787,17.857363,-18.959518,135.52354,1
534.0,103.0,0.24818508,0.31986168,0.08372793,0.2371916,81.85736,1.290481,135.52354,1
9560.0,3239.0,0.3721251,0.0363038,-0.023242395,0.60797447,17.857363,1.290481,71.523544,1
16740.0,7002.0,0.26605797,2.6360185,-0.05355168,2.6715503,81.85736,-7.959519,71.523544,1
23535.0,3808.9998,0.19155826,2.7560382,-0.01152676,2.1705394,17.857363,-1.959519,71.523544,1
21867.0,4232.0,0.12757868,2.4602091,-0.10288693,2.5721927,17.857363,1.790481,71.523544,1
26462.0,3044.9998,0.19761442,0.02227048,-0.0076789404,0.030422617,17.857363,-2.209519,71.523544,1
17459.0,-1910.0,0.110648945,2.3198078,-0.07433064,2.354661,17.857363,-1.209519,71.523544,1
20243.0,-931.0,0.032622725,2.762869,-0.011589233,2.7417083,17.857363,-7.459519,71.523544,1
17256.0,-3283.0,0.08227567,2.4529483,2.7600996e-05,2.4966426,17.857363,0.040480983,71.523544,1
24615.998,2793.0,0.09934391,1.9785688,0.027828345,1.9665712,17.857363,-6.959519,71.523544,1
10066.0,-1722.9999,0.1124624,1.2808273,0.08686897,1.2906655,17.857363,-7.209519,71.523544,1
10434.0,-3937.0,0.1901141,0.28208283,0.09142036,0.20991461,81.85736,53.79048,135.52354,1
101.99999,-16.999998,0.42998388,4.156235,0.33728492,3.1822228,337.85736,-133.70952,327.52356,1
9762.0,-11095.0,0.30490038,0.97754604,-0.3733182,1.2920712,17.857363,12.540481,71.523544,1
26569.0,-1637.0,0.044374287,2.7512047,-0.06550078,2.7537076,17.857363,8.540481,71.523544,1
20388.0,4419.0,0.13477004,2.3453872,0.04179678,2.1635346,17.857363,-4.709519,71.523544,1
209.0,53.0,0.30749598,0.49283388,-0.5048768,0.63452476,273.85736,-8.209519,199.52354,1
5576.0,-1477.0,0.25592074,0.22277908,-0.040694576,0.31974453,17.857363,13.790481,71.523544,1
140.0,22.0,0.2959111,4.2609487,0.28844514,3.8247643,81.85736,-42.45952,135.52354,1
18213.0,62.999996,0.12988855,1.0443666,-0.002110766,1.3218435,17.857363,0.540481,71.523544,1
21570.0,-954.0,0.05414199,2.435712,-0.15826824,2.4753027,17.857363,1.040481,71.523544,1
23407.998,1099.0,0.056967635,2.105438,-0.00044452367,2.099152,17.857363,8.040481,71.523544,1
16280.999,3399.0,0.35617214,2.3736417,0.0034461564,1.8451108,17.857363,-9.209519,71.523544,1
4836.0,3491.9998,1.1988639,2.4239361,-0.10081754,3.4268394,81.85736,-87.95952,199.52354,1
270.0,-2.0000002,0.30700383,3.5070312,0.3086788,3.3441586,273.85736,130.79048,199.52354,1
22845.0,-560.0,0.0657814,2.2403858,-0.3202526,2.4668212,17.857363,3.540481,71.523544,1
9640.0,-3157.0,0.13397186,0.048199456,0.021746038,0.037371565,17.857363,7.790481,71.523544,1
20682.0,389.99997,0.018713893,2.4917743,0.07144607,2.5332208,17.857363,3.540481,71.523544,1
20184.0,44.0,0.038443968,2.7101634,-0.03588263,2.6903267,17.857363,-0.709519,71.523544,1
21736.0,3056.9998,0.073515095,2.6711223,-0.12221245,2.7190993,17.857363,-4.959519,71.523544,1
23040.0,4279.0,0.08973334,2.473397,0.05009425,2.5008392,81.85736,-23.459518,71.523544,1
18809.0,-2807.0,0.13350524,2.5780127,-0.012901716,2.4889627,17.857363,1.040481,71.523544,1
8237.0,-2181.0002,0.18047523,2.3869793,-0.04939968,2.4092612,17.857363,-7.459519,71.523544,1
308.0,-39.0,0.09922101,0.2611654,-0.003532469,0.40833658,145.85736,10.790481,199.52354,1
17274.0,-555.0,0.11852774,2.154342,-0.1172364,2.3802352,17.857363,-18.459518,71.523544,1
23892.0,-972.0,0.13775988,2.6395671,0.0023842512,2.5316591,17.857363,-7.959519,71.523544,1
19651.0,-2064.0,0.18984269,2.2677252,-0.033006884,2.1699495,17.857363,29.040482,71.523544,1
9003.0,-990.00006,0.31096312,0.051621716,0.019601095,0.050870348,17.857363,2.540481,71.523544,1
296.0,-74.0,0.51542276,2.6704075,0.59959507,3.1219528,849.85736,-429.95953,839.52356,1
19742.0,-2973.0002,0.07905381,2.4349859,-0.08012291,2.5022907,17.857363,-2.709519,71.523544,1
